OrderID,Date,CustomerID,Product,Quantity,UnitPrice,GrossAmount,CouponCode,DiscountPercent,DiscountAmount,NetAmount,TotalPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,ReferralSource,OrderYear,OrderMonth,OrderMonthName,OrderDay,DayOfWeek,IsWeekend
ORD200283,2025-02-28,C39638,Laptop,4,540.33,2161.32,NO_COUPON,0.0,0.0,2161.32,2161.32,990 Main St,Cash,Shipped,TRK69745608,6,Google,2025,2,February,28,Friday,0
ORD200284,2023-02-16,C27203,Laptop,5,208.17,1040.85,SAVE10,0.1,104.08,936.77,1040.85,516 Main St,Credit Card,Returned,TRK22023906,6,Facebook,2023,2,February,16,Thursday,0
ORD200285,2025-06-10,C67583,Phone,1,338.31,338.31,NO_COUPON,0.0,0.0,338.31,338.31,974 Main St,Online,Delivered,TRK93281700,3,Google,2025,6,June,10,Tuesday,0
ORD200286,2025-04-07,C70554,Monitor,3,139.45,418.35,WINTER15,0.15,62.75,355.6,418.35,187 Main St,Gift Card,Returned,TRK61086952,8,Google,2025,4,April,7,Monday,0
ORD200287,2023-11-24,C70437,Chair,4,655.18,2620.72,NO_COUPON,0.0,0.0,2620.72,2620.72,630 Main St,Online,Shipped,TRK26628830,5,Facebook,2023,11,November,24,Friday,0
ORD200288,2023-03-12,C97643,Laptop,4,512.75,2051.0,WINTER15,0.15,307.65,1743.35,2051.0,537 Main St,Debit Card,Returned,TRK60831391,8,Google,2023,3,March,12,Sunday,1
ORD200289,2023-07-26,C17136,Chair,4,160.49,641.96,WINTER15,0.15,96.29,545.67,641.96,333 Main St,Credit Card,Shipped,TRK55362541,8,Referral,2023,7,July,26,Wednesday,0
ORD200290,2023-05-05,C24901,Chair,3,99.9,299.7,FREESHIP,0.0,0.0,299.7,299.7,258 Main St,Cash,Delivered,TRK14029489,8,Facebook,2023,5,May,5,Friday,0
ORD200291,2024-05-12,C61521,Phone,2,345.01,690.02,FREESHIP,0.0,0.0,690.02,690.02,670 Main St,Credit Card,Delivered,TRK93676567,6,Google,2024,5,May,12,Sunday,1
ORD200292,2025-01-15,C39639,Monitor,1,65.95,65.95,NO_COUPON,0.0,0.0,65.95,65.95,185 Main St,Credit Card,Delivered,TRK31042152,5,Facebook,2025,1,January,15,Wednesday,0
ORD200293,2023-02-16,C33220,Tablet,4,463.04,1852.16,NO_COUPON,0.0,0.0,1852.16,1852.16,564 Main St,Gift Card,Returned,TRK40450219,9,Instagram,2023,2,February,16,Thursday,0
ORD200294,2025-04-01,C65414,Phone,2,297.71,595.42,SAVE10,0.1,59.54,535.88,595.42,208 Main St,Online,Shipped,TRK67562517,7,Referral,2025,4,April,1,Tuesday,0
ORD200295,2023-01-25,C49009,Printer,5,107.48,537.4,FREESHIP,0.0,0.0,537.4,537.4,278 Main St,Debit Card,Cancelled,TRK46285799,9,Email,2023,1,January,25,Wednesday,0
ORD200296,2024-06-19,C48453,Desk,5,638.8,3194.0,WINTER15,0.15,479.1,2714.9,3194.0,434 Main St,Debit Card,Cancelled,TRK52110494,10,Referral,2024,6,June,19,Wednesday,0
ORD200297,2023-02-22,C68078,Desk,2,493.88,987.76,SAVE10,0.1,98.78,888.98,987.76,252 Main St,Credit Card,Returned,TRK64862812,7,Instagram,2023,2,February,22,Wednesday,0
ORD200298,2023-12-19,C19402,Printer,4,301.17,1204.68,NO_COUPON,0.0,0.0,1204.68,1204.68,267 Main St,Online,Cancelled,TRK97825212,6,Email,2023,12,December,19,Tuesday,0
ORD200299,2024-01-20,C30711,Monitor,1,278.66,278.66,FREESHIP,0.0,0.0,278.66,278.66,856 Main St,Gift Card,Cancelled,TRK42696593,2,Instagram,2024,1,January,20,Saturday,1
ORD200300,2024-09-02,C39000,Phone,1,287.46,287.46,FREESHIP,0.0,0.0,287.46,287.46,894 Main St,Debit Card,Returned,TRK33753945,3,Facebook,2024,9,September,2,Monday,0
ORD200301,2023-05-11,C31105,Chair,1,583.99,583.99,SAVE10,0.1,58.4,525.59,583.99,726 Main St,Cash,Cancelled,TRK40149095,2,Email,2023,5,May,11,Thursday,0
ORD200302,2023-05-16,C29432,Chair,3,468.74,1406.22,FREESHIP,0.0,0.0,1406.22,1406.22,121 Main St,Cash,Pending,TRK44142517,4,Instagram,2023,5,May,16,Tuesday,0
ORD200303,2024-12-07,C48531,Tablet,1,30.54,30.54,NO_COUPON,0.0,0.0,30.54,30.54,368 Main St,Debit Card,Returned,TRK95462192,1,Google,2024,12,December,7,Saturday,1
ORD200304,2024-10-18,C86762,Monitor,5,408.73,2043.65,FREESHIP,0.0,0.0,2043.65,2043.65,326 Main St,Gift Card,Delivered,TRK75686292,10,Instagram,2024,10,October,18,Friday,0
ORD200305,2023-11-25,C63822,Laptop,4,126.89,507.56,FREESHIP,0.0,0.0,507.56,507.56,235 Main St,Cash,Pending,TRK59353216,9,Instagram,2023,11,November,25,Saturday,1
ORD200306,2024-06-07,C70495,Printer,2,57.07,114.14,SAVE10,0.1,11.41,102.73,114.14,238 Main St,Debit Card,Returned,TRK65511225,3,Instagram,2024,6,June,7,Friday,0
ORD200307,2023-07-01,C92407,Laptop,3,557.41,1672.23,NO_COUPON,0.0,0.0,1672.23,1672.23,135 Main St,Online,Delivered,TRK11755610,4,Email,2023,7,July,1,Saturday,1
ORD200308,2023-12-11,C75888,Printer,3,448.9,1346.7,SAVE10,0.1,134.67,1212.03,1346.7,790 Main St,Debit Card,Returned,TRK98467398,7,Instagram,2023,12,December,11,Monday,0
ORD200309,2023-10-03,C63153,Chair,4,549.76,2199.04,FREESHIP,0.0,0.0,2199.04,2199.04,625 Main St,Debit Card,Delivered,TRK38033305,4,Facebook,2023,10,October,3,Tuesday,0
ORD200310,2024-02-24,C85863,Printer,3,132.48,397.44,NO_COUPON,0.0,0.0,397.44,397.44,968 Main St,Online,Shipped,TRK16094218,4,Referral,2024,2,February,24,Saturday,1
ORD200311,2025-05-17,C71698,Desk,5,489.37,2446.85,NO_COUPON,0.0,0.0,2446.85,2446.85,274 Main St,Online,Returned,TRK34786818,8,Instagram,2025,5,May,17,Saturday,1
ORD200312,2025-05-24,C35397,Printer,5,66.31,331.55,FREESHIP,0.0,0.0,331.55,331.55,579 Main St,Gift Card,Pending,TRK64742535,7,Referral,2025,5,May,24,Saturday,1
ORD200313,2023-07-09,C67687,Chair,2,434.3,868.6,SAVE10,0.1,86.86,781.74,868.6,978 Main St,Cash,Delivered,TRK22838735,7,Instagram,2023,7,July,9,Sunday,1
ORD200314,2023-10-04,C29931,Desk,4,153.09,612.36,FREESHIP,0.0,0.0,612.36,612.36,540 Main St,Online,Delivered,TRK48712417,4,Referral,2023,10,October,4,Wednesday,0
ORD200315,2025-05-12,C59139,Tablet,5,91.67,458.35,FREESHIP,0.0,0.0,458.35,458.35,301 Main St,Online,Cancelled,TRK45507090,9,Email,2025,5,May,12,Monday,0
ORD200316,2023-10-02,C66078,Desk,4,275.28,1101.12,WINTER15,0.15,165.17,935.95,1101.12,101 Main St,Gift Card,Shipped,TRK86474559,9,Facebook,2023,10,October,2,Monday,0
ORD200317,2023-04-10,C88370,Monitor,2,139.95,279.9,NO_COUPON,0.0,0.0,279.9,279.9,339 Main St,Online,Returned,TRK22575151,5,Instagram,2023,4,April,10,Monday,0
ORD200318,2024-07-27,C93375,Chair,3,148.72,446.16,SAVE10,0.1,44.62,401.54,446.16,317 Main St,Debit Card,Cancelled,TRK95706967,7,Google,2024,7,July,27,Saturday,1
ORD200319,2023-12-02,C53049,Laptop,2,563.06,1126.12,NO_COUPON,0.0,0.0,1126.12,1126.12,413 Main St,Cash,Returned,TRK48974907,6,Instagram,2023,12,December,2,Saturday,1
ORD200320,2024-12-19,C55590,Printer,1,625.51,625.51,FREESHIP,0.0,0.0,625.51,625.51,772 Main St,Credit Card,Shipped,TRK48792951,1,Facebook,2024,12,December,19,Thursday,0
ORD200321,2023-08-09,C47086,Phone,4,152.29,609.16,WINTER15,0.15,91.37,517.79,609.16,135 Main St,Debit Card,Cancelled,TRK44194358,6,Google,2023,8,August,9,Wednesday,0
ORD200322,2024-06-14,C48646,Phone,5,231.82,1159.1,SAVE10,0.1,115.91,1043.19,1159.1,339 Main St,Debit Card,Delivered,TRK18233748,6,Facebook,2024,6,June,14,Friday,0
ORD200323,2025-01-26,C29416,Laptop,1,150.17,150.17,SAVE10,0.1,15.02,135.15,150.17,414 Main St,Debit Card,Returned,TRK63820842,1,Referral,2025,1,January,26,Sunday,1
ORD200324,2024-06-13,C13525,Tablet,3,70.93,212.79,NO_COUPON,0.0,0.0,212.79,212.79,847 Main St,Debit Card,Returned,TRK70193221,5,Referral,2024,6,June,13,Thursday,0
ORD200325,2023-06-29,C53545,Desk,3,361.39,1084.17,NO_COUPON,0.0,0.0,1084.17,1084.17,665 Main St,Credit Card,Shipped,TRK61123177,8,Referral,2023,6,June,29,Thursday,0
ORD200326,2024-07-01,C65986,Laptop,5,670.48,3352.4,SAVE10,0.1,335.24,3017.16,3352.4,273 Main St,Gift Card,Returned,TRK98353867,5,Facebook,2024,7,July,1,Monday,0
ORD200327,2023-07-25,C17302,Phone,1,359.99,359.99,SAVE10,0.1,36.0,323.99,359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,Email,2023,7,July,25,Tuesday,0
ORD200328,2023-02-28,C18404,Tablet,5,674.04,3370.2,SAVE10,0.1,337.02,3033.18,3370.2,546 Main St,Online,Cancelled,TRK89401624,7,Google,2023,2,February,28,Tuesday,0
ORD200329,2024-12-25,C88371,Chair,4,283.16,1132.64,NO_COUPON,0.0,0.0,1132.64,1132.64,306 Main St,Credit Card,Shipped,TRK63224811,6,Google,2024,12,December,25,Wednesday,0
ORD200330,2024-06-02,C38068,Desk,5,260.53,1302.65,SAVE10,0.1,130.27,1172.38,1302.65,532 Main St,Gift Card,Pending,TRK54059198,5,Instagram,2024,6,June,2,Sunday,1
ORD200331,2023-04-15,C78724,Printer,3,422.13,1266.39,SAVE10,0.1,126.64,1139.75,1266.39,187 Main St,Online,Delivered,TRK25703134,7,Facebook,2023,4,April,15,Saturday,1
ORD200332,2024-07-03,C26163,Desk,5,125.02,625.1,SAVE10,0.1,62.51,562.59,625.1,607 Main St,Debit Card,Pending,TRK67499316,9,Google,2024,7,July,3,Wednesday,0
ORD200333,2024-04-16,C87124,Phone,1,198.51,198.51,WINTER15,0.15,29.78,168.73,198.51,818 Main St,Credit Card,Returned,TRK52086740,5,Instagram,2024,4,April,16,Tuesday,0
ORD200334,2024-03-26,C90348,Chair,4,224.75,899.0,WINTER15,0.15,134.85,764.15,899.0,728 Main St,Online,Delivered,TRK20635777,7,Facebook,2024,3,March,26,Tuesday,0
ORD200335,2025-03-03,C58721,Tablet,3,205.86,617.58,NO_COUPON,0.0,0.0,617.58,617.58,978 Main St,Gift Card,Shipped,TRK34801199,4,Email,2025,3,March,3,Monday,0
ORD200336,2023-12-29,C88174,Laptop,1,18.2,18.2,SAVE10,0.1,1.82,16.38,18.2,441 Main St,Debit Card,Pending,TRK10143345,4,Instagram,2023,12,December,29,Friday,0
ORD200337,2023-05-29,C77763,Tablet,3,502.77,1508.31,WINTER15,0.15,226.25,1282.06,1508.31,599 Main St,Debit Card,Returned,TRK66980447,8,Email,2023,5,May,29,Monday,0
ORD200338,2023-11-08,C53627,Phone,5,305.49,1527.45,NO_COUPON,0.0,0.0,1527.45,1527.45,704 Main St,Debit Card,Shipped,TRK64112352,10,Referral,2023,11,November,8,Wednesday,0
ORD200339,2024-04-10,C84563,Printer,2,236.33,472.66,SAVE10,0.1,47.27,425.39,472.66,398 Main St,Online,Pending,TRK62422797,3,Instagram,2024,4,April,10,Wednesday,0
ORD200340,2023-04-23,C76207,Laptop,5,521.25,2606.25,NO_COUPON,0.0,0.0,2606.25,2606.25,826 Main St,Cash,Cancelled,TRK25569378,8,Email,2023,4,April,23,Sunday,1
ORD200341,2024-09-23,C94671,Tablet,1,167.15,167.15,WINTER15,0.15,25.07,142.08,167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,Email,2024,9,September,23,Monday,0
ORD200342,2025-06-24,C69994,Monitor,5,466.42,2332.1,NO_COUPON,0.0,0.0,2332.1,2332.1,619 Main St,Gift Card,Returned,TRK95935805,5,Referral,2025,6,June,24,Tuesday,0
ORD200343,2023-02-26,C64638,Printer,1,527.57,527.57,FREESHIP,0.0,0.0,527.57,527.57,919 Main St,Debit Card,Pending,TRK64087938,3,Facebook,2023,2,February,26,Sunday,1
ORD200344,2025-03-06,C95623,Tablet,3,623.34,1870.02,SAVE10,0.1,187.0,1683.02,1870.02,248 Main St,Online,Cancelled,TRK67558189,3,Instagram,2025,3,March,6,Thursday,0
ORD200345,2023-12-07,C24751,Tablet,5,501.26,2506.3,FREESHIP,0.0,0.0,2506.3,2506.3,259 Main St,Gift Card,Shipped,TRK37285406,10,Referral,2023,12,December,7,Thursday,0
ORD200346,2024-12-06,C31764,Tablet,1,655.09,655.09,NO_COUPON,0.0,0.0,655.09,655.09,876 Main St,Cash,Pending,TRK44680433,6,Referral,2024,12,December,6,Friday,0
ORD200347,2024-02-03,C83556,Printer,4,264.79,1059.16,SAVE10,0.1,105.92,953.24,1059.16,380 Main St,Credit Card,Pending,TRK21109187,5,Google,2024,2,February,3,Saturday,1
ORD200348,2024-03-13,C24369,Laptop,3,359.73,1079.19,FREESHIP,0.0,0.0,1079.19,1079.19,885 Main St,Debit Card,Returned,TRK72633998,7,Email,2024,3,March,13,Wednesday,0
ORD200349,2023-11-30,C39648,Chair,1,465.33,465.33,FREESHIP,0.0,0.0,465.33,465.33,824 Main St,Gift Card,Delivered,TRK56016905,2,Google,2023,11,November,30,Thursday,0
ORD200350,2023-06-03,C13296,Chair,2,54.41,108.82,NO_COUPON,0.0,0.0,108.82,108.82,495 Main St,Online,Shipped,TRK60127216,6,Instagram,2023,6,June,3,Saturday,1
ORD200351,2025-02-15,C94248,Laptop,1,64.66,64.66,NO_COUPON,0.0,0.0,64.66,64.66,494 Main St,Debit Card,Delivered,TRK89406816,4,Instagram,2025,2,February,15,Saturday,1
ORD200352,2023-08-31,C26637,Chair,5,173.96,869.8,WINTER15,0.15,130.47,739.33,869.8,995 Main St,Debit Card,Pending,TRK59546992,8,Instagram,2023,8,August,31,Thursday,0
ORD200353,2025-03-28,C16012,Tablet,1,630.82,630.82,FREESHIP,0.0,0.0,630.82,630.82,171 Main St,Online,Delivered,TRK15195225,5,Google,2025,3,March,28,Friday,0
ORD200354,2023-07-11,C31772,Phone,1,693.41,693.41,NO_COUPON,0.0,0.0,693.41,693.41,992 Main St,Debit Card,Shipped,TRK11970357,4,Instagram,2023,7,July,11,Tuesday,0
ORD200355,2025-06-03,C18353,Tablet,3,433.33,1299.99,FREESHIP,0.0,0.0,1299.99,1299.99,677 Main St,Credit Card,Cancelled,TRK78766533,4,Referral,2025,6,June,3,Tuesday,0
ORD200356,2023-05-06,C26966,Printer,5,374.58,1872.9,FREESHIP,0.0,0.0,1872.9,1872.9,907 Main St,Gift Card,Cancelled,TRK83889574,10,Instagram,2023,5,May,6,Saturday,1
ORD200357,2023-07-08,C74982,Laptop,5,408.56,2042.8,FREESHIP,0.0,0.0,2042.8,2042.8,398 Main St,Debit Card,Delivered,TRK98700702,8,Instagram,2023,7,July,8,Saturday,1
ORD200358,2024-04-07,C70633,Tablet,2,183.67,367.34,SAVE10,0.1,36.73,330.61,367.34,747 Main St,Online,Cancelled,TRK82540521,3,Google,2024,4,April,7,Sunday,1
ORD200359,2023-06-09,C95643,Desk,4,606.57,2426.28,WINTER15,0.15,363.94,2062.34,2426.28,303 Main St,Debit Card,Delivered,TRK23286689,5,Referral,2023,6,June,9,Friday,0
ORD200360,2024-06-06,C53810,Phone,4,589.57,2358.28,NO_COUPON,0.0,0.0,2358.28,2358.28,779 Main St,Cash,Pending,TRK34630612,8,Instagram,2024,6,June,6,Thursday,0
ORD200361,2024-06-29,C53464,Printer,5,659.85,3299.25,SAVE10,0.1,329.92,2969.33,3299.25,197 Main St,Credit Card,Delivered,TRK32743531,9,Facebook,2024,6,June,29,Saturday,1
ORD200362,2023-06-27,C53697,Monitor,4,206.84,827.36,WINTER15,0.15,124.1,703.26,827.36,312 Main St,Cash,Cancelled,TRK60476656,5,Instagram,2023,6,June,27,Tuesday,0
ORD200363,2024-05-24,C31668,Laptop,5,113.87,569.35,SAVE10,0.1,56.94,512.41,569.35,871 Main St,Credit Card,Pending,TRK42584392,6,Email,2024,5,May,24,Friday,0
ORD200364,2023-11-24,C85282,Phone,5,628.74,3143.7,FREESHIP,0.0,0.0,3143.7,3143.7,740 Main St,Cash,Cancelled,TRK86767206,9,Facebook,2023,11,November,24,Friday,0
ORD200365,2025-02-14,C56796,Phone,1,678.38,678.38,SAVE10,0.1,67.84,610.54,678.38,607 Main St,Credit Card,Cancelled,TRK74263180,4,Referral,2025,2,February,14,Friday,0
ORD200366,2023-02-10,C95213,Printer,3,602.24,1806.72,NO_COUPON,0.0,0.0,1806.72,1806.72,603 Main St,Debit Card,Pending,TRK40630538,8,Referral,2023,2,February,10,Friday,0
ORD200367,2024-04-25,C13108,Laptop,5,658.77,3293.85,FREESHIP,0.0,0.0,3293.85,3293.85,712 Main St,Gift Card,Pending,TRK82284400,10,Instagram,2024,4,April,25,Thursday,0
ORD200368,2023-05-01,C85322,Monitor,3,271.02,813.06,NO_COUPON,0.0,0.0,813.06,813.06,403 Main St,Credit Card,Cancelled,TRK89728869,6,Google,2023,5,May,1,Monday,0
ORD200369,2024-12-22,C43545,Monitor,5,375.25,1876.25,SAVE10,0.1,187.62,1688.63,1876.25,216 Main St,Gift Card,Pending,TRK73937402,9,Email,2024,12,December,22,Sunday,1
ORD200370,2025-05-03,C80649,Phone,1,312.11,312.11,WINTER15,0.15,46.82,265.29,312.11,870 Main St,Online,Cancelled,TRK41143313,4,Facebook,2025,5,May,3,Saturday,1
ORD200371,2023-01-05,C59752,Phone,5,307.76,1538.8,FREESHIP,0.0,0.0,1538.8,1538.8,179 Main St,Gift Card,Pending,TRK82229639,9,Google,2023,1,January,5,Thursday,0
ORD200372,2025-02-14,C53645,Chair,3,483.53,1450.59,NO_COUPON,0.0,0.0,1450.59,1450.59,166 Main St,Cash,Returned,TRK12123939,4,Referral,2025,2,February,14,Friday,0
ORD200373,2023-01-02,C60178,Laptop,3,341.15,1023.45,FREESHIP,0.0,0.0,1023.45,1023.45,969 Main St,Cash,Pending,TRK84505143,4,Instagram,2023,1,January,2,Monday,0
ORD200374,2024-09-16,C20286,Monitor,1,571.9,571.9,WINTER15,0.15,85.78,486.12,571.9,129 Main St,Gift Card,Pending,TRK67648338,1,Instagram,2024,9,September,16,Monday,0
ORD200375,2025-01-16,C87547,Monitor,4,95.03,380.12,FREESHIP,0.0,0.0,380.12,380.12,400 Main St,Online,Shipped,TRK71027262,8,Facebook,2025,1,January,16,Thursday,0
ORD200376,2023-08-24,C64549,Monitor,5,201.22,1006.1,FREESHIP,0.0,0.0,1006.1,1006.1,341 Main St,Debit Card,Pending,TRK20788231,6,Facebook,2023,8,August,24,Thursday,0
ORD200377,2024-07-22,C24884,Monitor,1,260.26,260.26,WINTER15,0.15,39.04,221.22,260.26,625 Main St,Online,Pending,TRK44538419,5,Instagram,2024,7,July,22,Monday,0
ORD200378,2024-02-01,C62666,Chair,5,64.5,322.5,WINTER15,0.15,48.38,274.12,322.5,148 Main St,Credit Card,Pending,TRK91029390,8,Instagram,2024,2,February,1,Thursday,0
ORD200379,2024-09-21,C47284,Phone,3,297.67,893.01,NO_COUPON,0.0,0.0,893.01,893.01,500 Main St,Online,Shipped,TRK85756094,6,Google,2024,9,September,21,Saturday,1
ORD200380,2024-04-20,C35355,Printer,4,331.9,1327.6,SAVE10,0.1,132.76,1194.84,1327.6,127 Main St,Cash,Pending,TRK52935059,5,Instagram,2024,4,April,20,Saturday,1
ORD200381,2023-06-07,C29467,Chair,1,191.76,191.76,FREESHIP,0.0,0.0,191.76,191.76,223 Main St,Credit Card,Returned,TRK98103385,1,Instagram,2023,6,June,7,Wednesday,0
ORD200382,2025-01-30,C26718,Printer,4,263.09,1052.36,SAVE10,0.1,105.24,947.12,1052.36,272 Main St,Debit Card,Shipped,TRK91702525,8,Google,2025,1,January,30,Thursday,0
ORD200383,2023-01-20,C18944,Chair,4,393.8,1575.2,SAVE10,0.1,157.52,1417.68,1575.2,837 Main St,Credit Card,Pending,TRK45275439,7,Email,2023,1,January,20,Friday,0
ORD200384,2024-11-24,C35628,Chair,3,553.57,1660.71,FREESHIP,0.0,0.0,1660.71,1660.71,147 Main St,Credit Card,Returned,TRK45688220,4,Facebook,2024,11,November,24,Sunday,1
ORD200385,2023-10-31,C56851,Chair,5,191.63,958.15,FREESHIP,0.0,0.0,958.15,958.15,752 Main St,Gift Card,Delivered,TRK65290904,6,Facebook,2023,10,October,31,Tuesday,0
ORD200386,2023-04-28,C12421,Tablet,1,93.02,93.02,NO_COUPON,0.0,0.0,93.02,93.02,373 Main St,Online,Returned,TRK32588504,4,Email,2023,4,April,28,Friday,0
ORD200387,2024-06-27,C25316,Printer,2,39.53,79.06,WINTER15,0.15,11.86,67.2,79.06,904 Main St,Credit Card,Shipped,TRK55423551,3,Google,2024,6,June,27,Thursday,0
ORD200388,2023-12-28,C22657,Printer,3,633.97,1901.91,WINTER15,0.15,285.29,1616.62,1901.91,152 Main St,Cash,Pending,TRK49157047,7,Facebook,2023,12,December,28,Thursday,0
ORD200389,2023-12-17,C29703,Desk,4,697.5,2790.0,FREESHIP,0.0,0.0,2790.0,2790.0,558 Main St,Cash,Shipped,TRK40543461,7,Referral,2023,12,December,17,Sunday,1
ORD200390,2023-07-14,C55996,Printer,5,508.69,2543.45,FREESHIP,0.0,0.0,2543.45,2543.45,885 Main St,Cash,Delivered,TRK30547638,10,Google,2023,7,July,14,Friday,0
ORD200391,2025-01-16,C60037,Laptop,2,527.46,1054.92,FREESHIP,0.0,0.0,1054.92,1054.92,516 Main St,Debit Card,Cancelled,TRK82009557,3,Referral,2025,1,January,16,Thursday,0
ORD200392,2024-02-28,C95100,Phone,1,627.2,627.2,WINTER15,0.15,94.08,533.12,627.2,197 Main St,Online,Delivered,TRK47366265,1,Email,2024,2,February,28,Wednesday,0
ORD200393,2024-07-14,C39906,Printer,1,75.01,75.01,NO_COUPON,0.0,0.0,75.01,75.01,921 Main St,Credit Card,Returned,TRK24632134,3,Google,2024,7,July,14,Sunday,1
ORD200394,2023-07-05,C70148,Desk,5,529.55,2647.75,NO_COUPON,0.0,0.0,2647.75,2647.75,359 Main St,Gift Card,Shipped,TRK34848650,10,Facebook,2023,7,July,5,Wednesday,0
ORD200395,2025-04-25,C30010,Phone,3,127.41,382.23,SAVE10,0.1,38.22,344.01,382.23,830 Main St,Gift Card,Delivered,TRK35386084,7,Referral,2025,4,April,25,Friday,0
ORD200396,2023-12-01,C99217,Tablet,5,287.13,1435.65,SAVE10,0.1,143.57,1292.08,1435.65,778 Main St,Online,Shipped,TRK82004594,10,Email,2023,12,December,1,Friday,0
ORD200397,2023-09-28,C30184,Monitor,1,427.06,427.06,WINTER15,0.15,64.06,363.0,427.06,987 Main St,Online,Cancelled,TRK86674704,1,Referral,2023,9,September,28,Thursday,0
ORD200398,2024-09-04,C50275,Phone,5,53.93,269.65,SAVE10,0.1,26.96,242.69,269.65,729 Main St,Gift Card,Shipped,TRK98925264,7,Instagram,2024,9,September,4,Wednesday,0
ORD200399,2024-01-07,C64641,Tablet,5,423.93,2119.65,FREESHIP,0.0,0.0,2119.65,2119.65,319 Main St,Debit Card,Returned,TRK32012588,5,Facebook,2024,1,January,7,Sunday,1
ORD200400,2024-09-28,C56266,Desk,4,160.22,640.88,WINTER15,0.15,96.13,544.75,640.88,304 Main St,Debit Card,Returned,TRK60088901,9,Instagram,2024,9,September,28,Saturday,1
ORD200401,2025-04-09,C98635,Printer,1,538.68,538.68,NO_COUPON,0.0,0.0,538.68,538.68,197 Main St,Debit Card,Returned,TRK14225465,6,Referral,2025,4,April,9,Wednesday,0
ORD200402,2023-04-09,C83026,Printer,5,337.38,1686.9,NO_COUPON,0.0,0.0,1686.9,1686.9,858 Main St,Gift Card,Shipped,TRK79746259,5,Referral,2023,4,April,9,Sunday,1
ORD200403,2024-11-10,C28893,Tablet,1,620.21,620.21,FREESHIP,0.0,0.0,620.21,620.21,740 Main St,Online,Returned,TRK98333066,1,Referral,2024,11,November,10,Sunday,1
ORD200404,2023-03-09,C45482,Monitor,2,99.1,198.2,NO_COUPON,0.0,0.0,198.2,198.2,440 Main St,Cash,Delivered,TRK54571699,6,Instagram,2023,3,March,9,Thursday,0
ORD200405,2025-01-26,C97774,Monitor,4,451.97,1807.88,WINTER15,0.15,271.18,1536.7,1807.88,603 Main St,Online,Cancelled,TRK64664424,7,Email,2025,1,January,26,Sunday,1
ORD200406,2023-12-10,C11657,Tablet,4,66.1,264.4,WINTER15,0.15,39.66,224.74,264.4,572 Main St,Cash,Returned,TRK50284486,9,Google,2023,12,December,10,Sunday,1
ORD200407,2023-08-13,C85993,Tablet,4,547.32,2189.28,FREESHIP,0.0,0.0,2189.28,2189.28,250 Main St,Cash,Returned,TRK72547640,8,Instagram,2023,8,August,13,Sunday,1
ORD200408,2025-01-01,C11906,Printer,3,412.53,1237.59,WINTER15,0.15,185.64,1051.95,1237.59,536 Main St,Online,Pending,TRK31140158,6,Google,2025,1,January,1,Wednesday,0
ORD200409,2023-06-28,C45187,Desk,5,84.13,420.65,SAVE10,0.1,42.06,378.59,420.65,767 Main St,Online,Delivered,TRK12320793,9,Google,2023,6,June,28,Wednesday,0
ORD200410,2024-01-18,C37375,Tablet,2,518.23,1036.46,NO_COUPON,0.0,0.0,1036.46,1036.46,184 Main St,Debit Card,Shipped,TRK52470162,5,Email,2024,1,January,18,Thursday,0
ORD200411,2024-06-19,C66567,Desk,2,39.51,79.02,NO_COUPON,0.0,0.0,79.02,79.02,981 Main St,Online,Shipped,TRK21174822,5,Facebook,2024,6,June,19,Wednesday,0
ORD200412,2025-04-11,C42451,Tablet,5,133.01,665.05,NO_COUPON,0.0,0.0,665.05,665.05,246 Main St,Credit Card,Returned,TRK31313343,10,Facebook,2025,4,April,11,Friday,0
ORD200413,2023-10-08,C13923,Tablet,1,118.8,118.8,SAVE10,0.1,11.88,106.92,118.8,123 Main St,Online,Delivered,TRK87598790,6,Email,2023,10,October,8,Sunday,1
ORD200414,2025-05-04,C11829,Desk,2,139.57,279.14,WINTER15,0.15,41.87,237.27,279.14,797 Main St,Cash,Delivered,TRK84229257,4,Facebook,2025,5,May,4,Sunday,1
ORD200415,2025-04-06,C62169,Chair,1,184.15,184.15,FREESHIP,0.0,0.0,184.15,184.15,655 Main St,Gift Card,Shipped,TRK64558985,5,Facebook,2025,4,April,6,Sunday,1
ORD200416,2023-07-18,C20881,Laptop,2,644.05,1288.1,WINTER15,0.15,193.21,1094.89,1288.1,652 Main St,Gift Card,Cancelled,TRK26263902,5,Referral,2023,7,July,18,Tuesday,0
ORD200417,2023-10-24,C44492,Laptop,5,55.41,277.05,NO_COUPON,0.0,0.0,277.05,277.05,954 Main St,Online,Cancelled,TRK51429869,5,Google,2023,10,October,24,Tuesday,0
ORD200418,2023-01-11,C74169,Printer,1,310.93,310.93,NO_COUPON,0.0,0.0,310.93,310.93,862 Main St,Online,Cancelled,TRK66144809,3,Facebook,2023,1,January,11,Wednesday,0
ORD200419,2024-04-17,C70999,Tablet,2,216.66,433.32,FREESHIP,0.0,0.0,433.32,433.32,885 Main St,Debit Card,Pending,TRK75644156,6,Instagram,2024,4,April,17,Wednesday,0
